Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score
jeffreybrown,Overall pleased with the website navigation.,2023-06-16,235,6,0,0,Pleased,Friday,June,Summer,6,6.5,39.166666666666664,
salazarian,I feel sad about the product availability.,2025-02-04,175,7,0,0,Sad,Tuesday,February,Winter,7,5.142857142857143,25.0,-1.0
brandoncarpenter,I'm quite pleased with the app usability.,2023-08-28,338,7,0,0,Pleased,Monday,August,Rainy,7,5.0,48.285714285714285,
hayesmichael,Worst customer care ever.,2024-09-22,337,4,0,0,Angry,Sunday,September,Rainy,4,5.5,84.25,-2.0
nreese,Worst product availability ever.,2023-09-22,209,4,0,1,Angry,Friday,September,Rainy,4,7.25,52.25,-2.0
xmoreno,Worst billing issues ever.,2024-03-25,356,4,0,0,Angry,Monday,March,Spring,4,5.75,89.0,-2.0
candrews,Very upsetting customer care experience.,2024-07-12,462,5,0,0,Sad,Friday,July,Summer,5,7.2,92.4,-1.0
munoznathaniel,Really angry with the technical support.,2024-08-30,329,6,0,0,Angry,Friday,August,Rainy,6,5.833333333333333,54.833333333333336,-2.0
jamierivers,Average experience with the order tracking.,2023-10-02,167,6,0,0,Neutral,Monday,October,Rainy,6,6.333333333333333,27.833333333333332,0.0
marytapia,Worst customer care ever.,2024-02-28,463,4,0,0,Angry,Wednesday,February,Winter,4,5.5,115.75,-2.0
djohnson,Loved the support team!,2024-10-01,394,4,0,0,Happy,Tuesday,October,Rainy,4,5.0,98.5,1.0
tracyabbott,I feel sad about the return policy.,2025-04-16,386,7,0,0,Sad,Wednesday,April,Spring,7,4.142857142857143,55.142857142857146,-1.0
debra33,Worst website navigation ever.,2023-06-09,379,4,0,0,Angry,Friday,June,Summer,4,6.75,94.75,-2.0
gatesjason,Can't believe how bad the app usability was.,2025-01-02,240,8,0,0,Angry,Thursday,January,Winter,8,4.625,30.0,-2.0
lsmith,Really angry with the billing issues.,2024-05-11,188,6,0,0,Angry,Saturday,May,Summer,6,5.333333333333333,31.333333333333332,-2.0
michael24,Can't believe how bad the response time was.,2023-08-22,442,8,0,0,Angry,Tuesday,August,Rainy,8,4.625,55.25,-2.0
virginiabenjamin,Very upsetting order tracking experience.,2024-04-08,253,5,0,0,Sad,Monday,April,Spring,5,7.4,50.6,-1.0
michelle24,Pretty good website navigation experience.,2023-09-27,264,5,1,1,Pleased,Wednesday,September,Rainy,5,7.6,52.8,
aaronscott,Worst response time ever.,2024-10-17,444,4,0,0,Angry,Thursday,October,Rainy,4,5.5,111.0,-2.0
rittertiffany,Not what I expected from support team.,2024-11-28,399,7,0,0,Sad,Thursday,November,Fall,7,4.571428571428571,57.0,-1.0
dunlapjose,Wonderful experience regarding website navigation.,2024-11-24,222,5,0,0,Happy,Sunday,November,Fall,5,9.2,44.4,1.0
vadams,I'm disappointed with the pricing.,2023-11-13,363,5,0,0,Sad,Monday,November,Fall,5,6.0,72.6,-1.0
jkemp,I feel sad about the response time.,2023-07-25,431,7,0,0,Sad,Tuesday,July,Summer,7,4.142857142857143,61.57142857142857,-1.0
jgeorge,Regretful experience regarding return policy.,2023-09-13,243,5,0,0,Sad,Wednesday,September,Rainy,5,8.2,48.6,-1.0
mhunter,The website navigation was satisfactory.,2023-06-11,315,5,0,0,Neutral,Sunday,June,Summer,5,7.2,63.0,0.0
nberry,Nice job on the app usability!,2024-01-16,359,6,0,0,Pleased,Tuesday,January,Winter,6,4.166666666666667,59.833333333333336,
elizabeth99,Exceptional customer service experience.,2024-12-16,487,4,0,0,Happy,Monday,December,Winter,4,9.25,121.75,1.0
hayesdaryl,Exceptional order tracking experience.,2024-12-29,8,4,0,0,Happy,Sunday,December,Winter,4,8.75,2.0,1.0
zgonzalez,I feel sad about the technical support.,2024-11-10,223,7,0,0,Sad,Sunday,November,Fall,7,4.714285714285714,31.857142857142858,-1.0
utaylor,Regretful experience regarding billing issues.,2024-06-05,335,5,0,0,Sad,Wednesday,June,Summer,5,8.4,67.0,-1.0
sarahsullivan,I feel sad about the website navigation.,2023-10-09,416,7,0,0,Sad,Monday,October,Rainy,7,4.857142857142857,59.42857142857143,-1.0
katrinajohnson,Overall pleased with the customer care.,2023-05-31,490,6,1,0,Pleased,Wednesday,May,Summer,6,5.666666666666667,81.66666666666667,
gilbertashley,Worst app usability ever.,2023-09-19,41,4,0,0,Angry,Tuesday,September,Rainy,4,5.5,10.25,-2.0
duncannicholas,Worst delivery experience ever.,2023-06-20,38,4,0,0,Angry,Tuesday,June,Summer,4,7.0,9.5,-2.0
krhodes,Really angry with the customer service.,2025-04-13,26,6,0,0,Angry,Sunday,April,Spring,6,5.666666666666667,4.333333333333333,-2.0
hwilliams,The payment process met my expectations.,2024-04-01,18,6,0,0,Pleased,Monday,April,Spring,6,5.833333333333333,3.0,
justin53,Absolutely furious about the payment process!,2025-03-24,294,6,0,0,Angry,Monday,March,Spring,6,6.666666666666667,49.0,-2.0
diazcarol,Worst website navigation ever.,2023-09-22,318,4,0,0,Angry,Friday,September,Rainy,4,6.75,79.5,-2.0
robinsonandrew,Loved the order tracking!,2023-06-07,85,4,0,0,Happy,Wednesday,June,Summer,4,5.5,21.25,1.0
jacksonsavannah,Neither good nor bad about pricing.,2023-09-05,1,6,0,0,Neutral,Tuesday,September,Rainy,6,5.0,0.16666666666666666,0.0
marcus44,Really angry with the pricing.,2023-04-30,222,5,0,0,Angry,Sunday,April,Spring,5,5.2,44.4,-2.0
angelacoleman,Worst payment process ever.,2024-01-16,63,4,0,0,Angry,Tuesday,January,Winter,4,6.0,15.75,-2.0
lfarley,Average experience with the product availability.,2024-01-20,488,6,0,0,Neutral,Saturday,January,Winter,6,7.333333333333333,81.33333333333333,0.0
fryerebecca,Wonderful experience regarding customer care.,2024-07-20,136,5,0,0,Happy,Saturday,July,Summer,5,8.2,27.2,1.0
susan40,A neutral feeling towards the support team.,2023-10-18,436,7,0,0,Neutral,Wednesday,October,Rainy,7,5.285714285714286,62.285714285714285,0.0
bellalicia,Worst customer care ever.,2025-02-19,0,4,0,0,Angry,Wednesday,February,Winter,4,5.5,0.0,-2.0
tammyallen,Nice job on the payment process!,2023-06-05,353,6,1,0,Pleased,Monday,June,Summer,6,4.5,58.833333333333336,
caitlingarcia,Loved the technical support!,2024-01-23,114,4,0,0,Happy,Tuesday,January,Winter,4,6.25,28.5,1.0
jeremy12,Nice job on the customer service!,2023-07-14,402,6,0,0,Pleased,Friday,July,Summer,6,4.666666666666667,67.0,
jenniferlopez,Exceptional product quality experience.,2024-05-09,136,4,0,0,Happy,Thursday,May,Summer,4,9.0,34.0,1.0
sandrajackson,Pretty good order tracking experience.,2024-09-06,499,5,0,0,Pleased,Friday,September,Rainy,5,6.8,99.8,
williamchristensen,The customer care was satisfactory.,2024-07-31,365,5,0,0,Neutral,Wednesday,July,Summer,5,6.2,73.0,0.0
jeremybailey,Wonderful experience regarding app usability.,2023-12-20,264,5,0,1,Happy,Wednesday,December,Winter,5,8.2,52.8,1.0
holmestom,I'm disappointed with the customer care.,2024-09-10,83,6,0,0,Sad,Tuesday,September,Rainy,6,5.833333333333333,13.833333333333334,-1.0
rmiller,Can't believe how bad the response time was.,2023-08-04,373,8,0,0,Angry,Friday,August,Rainy,8,4.625,46.625,-2.0
robert50,Very upsetting customer care experience.,2023-11-04,354,5,0,0,Sad,Saturday,November,Fall,5,7.2,70.8,-1.0
hawkinsdavid,Loved the return policy!,2023-12-08,455,4,0,0,Happy,Friday,December,Winter,4,5.25,113.75,1.0
richardsongabriel,Wonderful experience regarding billing issues.,2023-09-26,335,5,0,0,Happy,Tuesday,September,Rainy,5,8.4,67.0,1.0
jaimetaylor,Very upsetting app usability experience.,2023-08-02,330,5,0,0,Sad,Wednesday,August,Rainy,5,7.2,66.0,-1.0
cassandra02,The support team was satisfactory.,2023-12-14,44,5,0,0,Neutral,Thursday,December,Winter,5,6.0,8.8,0.0
jessica78,Worst billing issues ever.,2025-02-23,180,4,0,0,Angry,Sunday,February,Winter,4,5.75,45.0,-2.0
edunn,I feel sad about the support team.,2025-04-06,70,7,0,0,Sad,Sunday,April,Spring,7,4.0,10.0,-1.0
mwilliams,I feel sad about the support team.,2023-05-22,412,7,0,0,Sad,Monday,May,Summer,7,4.0,58.857142857142854,-1.0
qmarshall,Nice job on the support team!,2024-08-22,350,6,0,0,Pleased,Thursday,August,Rainy,6,4.0,58.333333333333336,
testes,Nice job on the billing issues!,2024-06-11,128,6,0,0,Pleased,Tuesday,June,Summer,6,4.333333333333333,21.333333333333332,
hugheselizabeth,Neither good nor bad about return policy.,2023-05-26,161,7,0,0,Neutral,Friday,May,Summer,7,5.0,23.0,0.0
williamskeith,Loved the delivery experience!,2024-12-25,150,4,1,1,Happy,Wednesday,December,Winter,4,6.75,37.5,1.0
kirkpatel,Can't believe how bad the website navigation was.,2024-03-13,286,8,0,0,Angry,Wednesday,March,Spring,8,5.25,35.75,-2.0
andrewclark,Neither good nor bad about delivery experience.,2023-10-04,213,7,0,0,Neutral,Wednesday,October,Rainy,7,5.857142857142857,30.428571428571427,0.0
petersmckenzie,Overall pleased with the payment process.,2024-09-20,235,6,0,0,Pleased,Friday,September,Rainy,6,6.0,39.166666666666664,
swilkinson,Wonderful experience regarding order tracking.,2024-02-22,383,5,0,0,Happy,Thursday,February,Winter,5,8.4,76.6,1.0
kennedysteven,I'm disappointed with the product quality.,2024-01-18,168,6,0,0,Sad,Thursday,January,Winter,6,6.166666666666667,28.0,-1.0
brenda82,Wonderful experience regarding customer care.,2023-10-01,273,5,0,0,Happy,Sunday,October,Rainy,5,8.2,54.6,1.0
meganhuerta,The technical support was satisfactory.,2024-05-06,332,5,0,0,Neutral,Monday,May,Summer,5,7.0,66.4,0.0
zevans,I am extremely happy with the customer care.,2023-10-03,221,8,0,0,Happy,Tuesday,October,Rainy,8,4.625,27.625,1.0
dominique34,Wonderful experience regarding billing issues.,2024-11-28,110,5,0,0,Happy,Thursday,November,Fall,5,8.4,22.0,1.0
mark67,Absolutely furious about the product quality!,2023-10-09,494,6,0,0,Angry,Monday,October,Rainy,6,6.666666666666667,82.33333333333333,-2.0
jamesscott,Wonderful experience regarding technical support.,2023-10-24,116,5,0,0,Happy,Tuesday,October,Rainy,5,9.0,23.2,1.0
vargassandra,Worst website navigation ever.,2024-10-22,264,4,0,0,Angry,Tuesday,October,Rainy,4,6.75,66.0,-2.0
cwillis,The pricing was satisfactory.,2025-03-09,25,4,0,1,Neutral,Sunday,March,Spring,4,6.5,6.25,0.0
watsondenise,I feel sad about the payment process.,2024-02-16,466,7,0,0,Sad,Friday,February,Winter,7,4.428571428571429,66.57142857142857,-1.0
medinachad,Very upsetting support team experience.,2023-08-26,40,5,0,0,Sad,Saturday,August,Rainy,5,7.0,8.0,-1.0
nicholas53,Not what I expected from customer service.,2023-12-02,266,7,0,0,Sad,Saturday,December,Winter,7,5.142857142857143,38.0,-1.0
jcox,Absolutely furious about the product availability!,2023-11-17,275,6,0,0,Angry,Friday,November,Fall,6,7.5,45.833333333333336,-2.0
emilytaylor,Very upsetting billing issues experience.,2024-02-07,389,5,0,1,Sad,Wednesday,February,Winter,5,7.4,77.8,-1.0
stephanie70,Can't believe how bad the customer care was.,2025-01-14,6,8,0,0,Angry,Tuesday,January,Winter,8,4.625,0.75,-2.0
garyherrera,I am extremely happy with the support team.,2023-06-12,178,8,1,0,Happy,Monday,June,Summer,8,4.5,22.25,1.0
reynoldsemily,I'm disappointed with the delivery experience.,2024-06-25,60,6,0,0,Sad,Tuesday,June,Summer,6,6.833333333333333,10.0,-1.0
anthony40,I feel sad about the product availability.,2023-07-18,434,7,1,0,Sad,Tuesday,July,Summer,7,5.142857142857143,62.0,-1.0
andrewvargas,Very upsetting website navigation experience.,2023-10-16,421,5,0,0,Sad,Monday,October,Rainy,5,8.2,84.2,-1.0
hebertlisa,Loved the customer service!,2024-01-01,208,4,0,0,Happy,Monday,January,Winter,4,6.0,52.0,1.0
jacksonaaron,Neither good nor bad about billing issues.,2023-05-18,363,7,0,1,Neutral,Thursday,May,Summer,7,5.142857142857143,51.857142857142854,0.0
bankschristopher,I am extremely happy with the return policy.,2024-02-06,401,8,0,0,Happy,Tuesday,February,Winter,8,4.625,50.125,1.0
robin41,I am extremely happy with the customer service.,2023-05-18,285,8,1,0,Happy,Thursday,May,Summer,8,5.0,35.625,1.0
riveravanessa,Exceptional billing issues experience.,2025-02-07,350,4,0,0,Happy,Friday,February,Winter,4,8.75,87.5,1.0
manuel64,Exceptional customer service experience.,2024-12-04,138,4,0,0,Happy,Wednesday,December,Winter,4,9.25,34.5,1.0
taterandy,Overall pleased with the order tracking.,2023-05-25,170,6,0,1,Pleased,Thursday,May,Summer,6,5.833333333333333,28.333333333333332,
pfernandez,Worst response time ever.,2025-01-05,151,4,0,0,Angry,Sunday,January,Winter,4,5.5,37.75,-2.0
colleenjohnson,Regretful experience regarding app usability.,2024-01-17,100,5,0,0,Sad,Wednesday,January,Winter,5,8.2,20.0,-1.0
cmcguire,Wonderful experience regarding order tracking.,2023-10-04,141,5,1,0,Happy,Wednesday,October,Rainy,5,8.4,28.2,1.0
holtmariah,Loved the product quality!,2023-06-05,287,4,0,1,Happy,Monday,June,Summer,4,5.75,71.75,1.0
ruizscott,"The technical support was okay, nothing special.",2024-12-13,218,7,0,0,Neutral,Friday,December,Winter,7,6.0,31.142857142857142,0.0
jessicasmith,Very satisfied with the payment process!,2023-05-14,94,6,0,0,Happy,Sunday,May,Summer,6,5.833333333333333,15.666666666666666,1.0
millerdonald,Regretful experience regarding return policy.,2023-08-28,7,5,0,0,Sad,Monday,August,Rainy,5,8.2,1.4,-1.0
darren98,Wonderful experience regarding customer care.,2023-11-02,225,5,0,0,Happy,Thursday,November,Fall,5,8.2,45.0,1.0
xturner,Absolutely furious about the product quality!,2025-02-23,58,6,0,0,Angry,Sunday,February,Winter,6,6.666666666666667,9.666666666666666,-2.0
amcbride,Average experience with the website navigation.,2025-02-18,63,6,0,0,Neutral,Tuesday,February,Winter,6,7.0,10.5,0.0
lschmidt,Pretty good billing issues experience.,2024-09-14,329,5,0,0,Pleased,Saturday,September,Rainy,5,6.8,65.8,
tonivillegas,I'm disappointed with the customer service.,2023-09-18,376,6,0,0,Sad,Monday,September,Rainy,6,6.333333333333333,62.666666666666664,-1.0
williamslaura,Pretty good payment process experience.,2024-04-03,140,5,0,0,Pleased,Wednesday,April,Spring,5,7.0,28.0,
patricia68,I am extremely happy with the delivery experience.,2025-01-15,222,8,0,0,Happy,Wednesday,January,Winter,8,5.375,27.75,1.0
qrussell,Loved the technical support!,2023-11-13,127,4,0,0,Happy,Monday,November,Fall,4,6.25,31.75,1.0
tlyons,I feel sad about the customer care.,2024-11-06,6,7,0,1,Sad,Wednesday,November,Fall,7,4.142857142857143,0.8571428571428571,-1.0
rcurry,Neither good nor bad about return policy.,2023-08-17,290,7,0,1,Neutral,Thursday,August,Rainy,7,5.0,41.42857142857143,0.0
gloriatucker,A neutral feeling towards the product quality.,2024-09-03,270,7,0,0,Neutral,Tuesday,September,Rainy,7,5.714285714285714,38.57142857142857,0.0
melissabonilla,Overall pleased with the app usability.,2024-12-15,340,6,0,0,Pleased,Sunday,December,Winter,6,5.666666666666667,56.666666666666664,
wutheresa,Terrible return policy handling.,2024-11-20,432,4,0,0,Angry,Wednesday,November,Fall,4,7.25,108.0,-2.0
pamela22,Not what I expected from pricing.,2024-08-18,311,6,0,0,Sad,Sunday,August,Rainy,6,4.666666666666667,51.833333333333336,-1.0
fwalker,"The technical support was okay, nothing special.",2023-05-12,77,7,0,1,Neutral,Friday,May,Summer,7,6.0,11.0,0.0
jacobsnicholas,Regretful experience regarding response time.,2024-09-28,460,5,0,0,Sad,Saturday,September,Rainy,5,8.2,92.0,-1.0
mccarthyautumn,Loved the response time!,2024-03-08,284,4,0,0,Happy,Friday,March,Spring,4,5.25,71.0,1.0
elee,I'm disappointed with the product quality.,2024-11-02,372,6,0,0,Sad,Saturday,November,Fall,6,6.166666666666667,62.0,-1.0
johnnylove,Really angry with the delivery experience.,2025-02-11,248,6,0,0,Angry,Tuesday,February,Winter,6,6.166666666666667,41.333333333333336,-2.0
dsmith,Neither good nor bad about customer care.,2025-01-25,340,7,0,0,Neutral,Saturday,January,Winter,7,5.0,48.57142857142857,0.0
williamjohnson,Wonderful experience regarding support team.,2024-05-08,114,5,0,0,Happy,Wednesday,May,Summer,5,8.0,22.8,1.0
robert02,Overall pleased with the pricing.,2024-03-01,304,5,0,0,Pleased,Friday,March,Spring,5,5.8,60.8,
pachecomichelle,"The customer service was okay, nothing special.",2024-06-04,202,7,0,0,Neutral,Tuesday,June,Summer,7,5.857142857142857,28.857142857142858,0.0
todd46,Can't believe how bad the customer care was.,2024-02-05,310,8,0,0,Angry,Monday,February,Winter,8,4.625,38.75,-2.0
jacoblopez,I'm disappointed with the response time.,2023-07-23,444,6,0,0,Sad,Sunday,July,Summer,6,5.833333333333333,74.0,-1.0
smithlogan,I'm quite pleased with the support team.,2023-05-21,396,7,0,0,Pleased,Sunday,May,Summer,7,4.857142857142857,56.57142857142857,
nfernandez,I'm disappointed with the pricing.,2023-08-27,237,5,0,0,Sad,Sunday,August,Rainy,5,6.0,47.4,-1.0
richardedwards,Exceptional billing issues experience.,2023-12-02,369,4,0,0,Happy,Saturday,December,Winter,4,8.75,92.25,1.0
sarahgreen,Regretful experience regarding product availability.,2023-08-24,126,5,0,0,Sad,Thursday,August,Rainy,5,9.6,25.2,-1.0
fischerallison,I am extremely happy with the order tracking.,2025-01-06,90,8,0,0,Happy,Monday,January,Winter,8,4.75,11.25,1.0
mary35,Average experience with the response time.,2025-04-15,52,6,0,0,Neutral,Tuesday,April,Spring,6,6.166666666666667,8.666666666666666,0.0
jacqueline17,I am extremely happy with the product quality.,2023-06-15,240,8,0,0,Happy,Thursday,June,Summer,8,4.875,30.0,1.0
zjohnson,Very satisfied with the pricing!,2024-01-14,298,5,0,0,Happy,Sunday,January,Winter,5,5.6,59.6,1.0
peter83,"The technical support was okay, nothing special.",2024-05-29,13,7,0,0,Neutral,Wednesday,May,Summer,7,6.0,1.8571428571428572,0.0
robinsonemma,Nice job on the payment process!,2025-01-10,203,6,0,0,Pleased,Friday,January,Winter,6,4.5,33.833333333333336,
dylanmiddleton,Average experience with the website navigation.,2023-09-25,500,6,0,0,Neutral,Monday,September,Rainy,6,7.0,83.33333333333333,0.0
icameron,Pretty good return policy experience.,2024-07-16,460,5,0,0,Pleased,Tuesday,July,Summer,5,6.6,92.0,
joelwilliams,Not what I expected from website navigation.,2023-08-10,130,7,0,0,Sad,Thursday,August,Rainy,7,5.428571428571429,18.571428571428573,-1.0
garyruiz,Pretty good payment process experience.,2024-02-22,406,5,0,0,Pleased,Thursday,February,Winter,5,7.0,81.2,
andrewvargas,The website navigation was satisfactory.,2024-10-19,164,5,0,0,Neutral,Saturday,October,Rainy,5,7.2,32.8,0.0
mcclainamy,A neutral feeling towards the order tracking.,2024-05-20,475,7,1,1,Neutral,Monday,May,Summer,7,5.571428571428571,67.85714285714286,0.0
ronaldreynolds,Very satisfied with the support team!,2024-10-05,294,6,0,0,Happy,Saturday,October,Rainy,6,5.333333333333333,49.0,1.0
thomas25,Pretty good technical support experience.,2023-10-14,344,5,0,0,Pleased,Saturday,October,Rainy,5,7.4,68.8,
edwardcain,Overall pleased with the order tracking.,2024-02-05,306,6,0,0,Pleased,Monday,February,Winter,6,5.833333333333333,51.0,
carlpatrick,Nice job on the billing issues!,2024-01-05,48,6,0,0,Pleased,Friday,January,Winter,6,4.333333333333333,8.0,
edward68,I feel sad about the website navigation.,2024-02-11,174,7,0,0,Sad,Sunday,February,Winter,7,4.857142857142857,24.857142857142858,-1.0
jensenricky,I'm quite pleased with the order tracking.,2023-08-06,294,7,0,0,Pleased,Sunday,August,Rainy,7,5.142857142857143,42.0,
crawfordjonathan,Neither good nor bad about product availability.,2024-06-06,96,7,0,0,Neutral,Thursday,June,Summer,7,6.0,13.714285714285714,0.0
ysmith,The product quality met my expectations.,2023-08-29,268,6,0,0,Pleased,Tuesday,August,Rainy,6,5.833333333333333,44.666666666666664,
ijohnson,Absolutely furious about the return policy!,2024-12-08,180,6,0,0,Angry,Sunday,December,Winter,6,6.333333333333333,30.0,-2.0
wilsonangela,The customer service was satisfactory.,2023-10-07,61,5,0,0,Neutral,Saturday,October,Rainy,5,6.8,12.2,0.0
sklein,I am extremely happy with the website navigation.,2024-03-01,198,8,0,0,Happy,Friday,March,Spring,8,5.25,24.75,1.0
ujohnson,Nice job on the pricing!,2024-11-29,218,5,0,0,Pleased,Friday,November,Fall,5,4.0,43.6,
ericburgess,I'm disappointed with the customer service.,2025-02-24,447,6,0,0,Sad,Monday,February,Winter,6,6.333333333333333,74.5,-1.0
sarahmason,Nice job on the pricing!,2025-04-20,156,5,0,0,Pleased,Sunday,April,Spring,5,4.0,31.2,
ladams,Overall pleased with the technical support.,2024-07-06,186,6,0,0,Pleased,Saturday,July,Summer,6,6.333333333333333,31.0,
steven82,Not what I expected from product availability.,2024-05-03,185,7,0,0,Sad,Friday,May,Summer,7,5.714285714285714,26.428571428571427,-1.0
vwashington,I am extremely happy with the response time.,2025-04-23,233,8,0,0,Happy,Wednesday,April,Spring,8,4.625,29.125,1.0
alexandra66,Really angry with the technical support.,2024-10-30,60,6,0,1,Angry,Wednesday,October,Rainy,6,5.833333333333333,10.0,-2.0
elliottdavid,I feel sad about the billing issues.,2023-11-17,254,7,0,0,Sad,Friday,November,Fall,7,4.285714285714286,36.285714285714285,-1.0
darrellwilcox,Wonderful experience regarding customer care.,2024-10-10,239,5,0,0,Happy,Thursday,October,Rainy,5,8.2,47.8,1.0
anthony82,Not what I expected from app usability.,2024-01-16,301,7,0,0,Sad,Tuesday,January,Winter,7,4.714285714285714,43.0,-1.0
stephanieburgess,I'm quite pleased with the response time.,2023-09-07,210,7,0,0,Pleased,Thursday,September,Rainy,7,5.0,30.0,
gracethomas,Very satisfied with the return policy!,2023-06-10,142,6,1,0,Happy,Saturday,June,Summer,6,5.5,23.666666666666668,1.0
oruiz,Loved the delivery experience!,2023-09-30,146,4,0,0,Happy,Saturday,September,Rainy,4,6.75,36.5,1.0
dortiz,Regretful experience regarding product quality.,2024-12-07,47,5,0,0,Sad,Saturday,December,Winter,5,8.6,9.4,-1.0
georgeaguilar,I feel sad about the pricing.,2023-05-23,466,6,0,0,Sad,Tuesday,May,Summer,6,4.0,77.66666666666667,-1.0
ushaw,Worst app usability ever.,2025-03-08,318,4,0,0,Angry,Saturday,March,Spring,4,5.5,79.5,-2.0
katelynmoore,The order tracking was satisfactory.,2024-08-10,220,5,0,0,Neutral,Saturday,August,Rainy,5,6.4,44.0,0.0
rarcher,Regretful experience regarding pricing.,2023-07-13,233,4,1,0,Sad,Thursday,July,Summer,4,9.0,58.25,-1.0
adamssamantha,I feel sad about the delivery experience.,2023-09-02,15,7,0,0,Sad,Saturday,September,Rainy,7,5.0,2.142857142857143,-1.0
hollowaygreg,Absolutely furious about the technical support!,2025-03-10,289,6,0,0,Angry,Monday,March,Spring,6,7.0,48.166666666666664,-2.0
morrisdavid,I'm quite pleased with the product quality.,2024-11-19,30,7,0,0,Pleased,Tuesday,November,Fall,7,5.285714285714286,4.285714285714286,
douglascobb,Average experience with the response time.,2023-10-07,253,6,0,0,Neutral,Saturday,October,Rainy,6,6.166666666666667,42.166666666666664,0.0
harrisonsydney,Very upsetting response time experience.,2023-06-23,193,5,0,0,Sad,Friday,June,Summer,5,7.2,38.6,-1.0
nathanellis,I feel sad about the response time.,2025-03-13,226,7,0,0,Sad,Thursday,March,Spring,7,4.142857142857143,32.285714285714285,-1.0
evan12,Pretty good pricing experience.,2025-02-05,431,4,0,0,Pleased,Wednesday,February,Winter,4,7.0,107.75,
ricedominic,Loved the website navigation!,2024-01-12,402,4,0,0,Happy,Friday,January,Winter,4,6.5,100.5,1.0
cjensen,Loved the customer care!,2024-10-27,63,4,0,0,Happy,Sunday,October,Rainy,4,5.25,15.75,1.0
fortega,Average experience with the pricing.,2024-08-28,429,5,0,0,Neutral,Wednesday,August,Rainy,5,6.4,85.8,0.0
mbowen,Terrible website navigation handling.,2024-08-14,60,4,1,0,Angry,Wednesday,August,Rainy,4,8.5,15.0,-2.0
smontgomery,I'm disappointed with the return policy.,2023-04-28,363,6,0,0,Sad,Friday,April,Spring,6,5.833333333333333,60.5,-1.0
alan09,Wonderful experience regarding customer service.,2023-07-24,325,5,0,0,Happy,Monday,July,Summer,5,8.8,65.0,1.0
vsullivan,Average experience with the product availability.,2024-04-01,76,6,0,0,Neutral,Monday,April,Spring,6,7.333333333333333,12.666666666666666,0.0
shermanrobert,Not what I expected from pricing.,2023-11-04,287,6,0,0,Sad,Saturday,November,Fall,6,4.666666666666667,47.833333333333336,-1.0
beverlydouglas,I'm disappointed with the product availability.,2024-05-18,239,6,1,0,Sad,Saturday,May,Summer,6,7.0,39.833333333333336,-1.0
tracysantos,The app usability was satisfactory.,2025-01-08,349,5,0,0,Neutral,Wednesday,January,Winter,5,6.2,69.8,0.0
burnsdaniel,Pretty good payment process experience.,2024-07-13,379,5,0,0,Pleased,Saturday,July,Summer,5,7.0,75.8,
justin05,Pretty good product availability experience.,2024-07-13,158,5,0,0,Pleased,Saturday,July,Summer,5,8.0,31.6,
heathermorgan,Overall pleased with the response time.,2024-07-05,494,6,0,1,Pleased,Friday,July,Summer,6,5.666666666666667,82.33333333333333,
patrickkirk,Pretty good support team experience.,2024-02-08,143,5,0,0,Pleased,Thursday,February,Winter,5,6.4,28.6,
bradleymaldonado,I feel sad about the product quality.,2024-11-13,254,7,1,0,Sad,Wednesday,November,Fall,7,4.428571428571429,36.285714285714285,-1.0
bishopkristin,The delivery experience met my expectations.,2024-01-14,278,6,0,0,Pleased,Sunday,January,Winter,6,6.5,46.333333333333336,
cynthia11,"The return policy was okay, nothing special.",2024-04-21,41,7,0,0,Neutral,Sunday,April,Spring,7,5.428571428571429,5.857142857142857,0.0
qhopkins,I'm quite pleased with the support team.,2024-09-04,0,7,0,0,Pleased,Wednesday,September,Rainy,7,4.857142857142857,0.0,
ashley00,Pretty good product availability experience.,2024-08-21,78,5,0,0,Pleased,Wednesday,August,Rainy,5,8.0,15.6,
timothydyer,I'm quite pleased with the response time.,2025-02-15,183,7,0,0,Pleased,Saturday,February,Winter,7,5.0,26.142857142857142,
stacy67,Very upsetting pricing experience.,2023-09-28,495,4,0,0,Sad,Thursday,September,Rainy,4,7.75,123.75,-1.0
fosterkarla,Average experience with the technical support.,2024-03-24,301,6,0,0,Neutral,Sunday,March,Spring,6,6.833333333333333,50.166666666666664,0.0
albert42,Loved the technical support!,2024-08-08,119,4,0,0,Happy,Thursday,August,Rainy,4,6.25,29.75,1.0
tara30,I'm quite pleased with the technical support.,2024-11-27,103,7,0,0,Pleased,Wednesday,November,Fall,7,5.571428571428571,14.714285714285714,
lbailey,Exceptional pricing experience.,2023-10-09,261,3,0,1,Happy,Monday,October,Rainy,3,9.666666666666666,87.0,1.0
briangonzales,I'm disappointed with the delivery experience.,2024-12-20,455,6,0,0,Sad,Friday,December,Winter,6,6.833333333333333,75.83333333333333,-1.0
ffleming,Can't believe how bad the support team was.,2023-06-25,175,8,0,0,Angry,Sunday,June,Summer,8,4.5,21.875,-2.0
rvargas,Average experience with the customer care.,2023-07-09,154,6,0,0,Neutral,Sunday,July,Summer,6,6.166666666666667,25.666666666666668,0.0
jonathanhowell,"The product availability was okay, nothing special.",2025-01-04,82,7,0,0,Neutral,Saturday,January,Winter,7,6.428571428571429,11.714285714285714,0.0
