Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment,Comment_DayOfWeek,Comment_Month,Comment_Season,Words_per_Comment,Avg_Word_Length,Engagement_rate,Sentiment_Score,Sentiment_Score_Noisy
millerdonald,Rgeretful experience ergarding return policy.,2023-08-28,7,5,0,0,Sad,Monday,August,Rainy,5,8.2,1.4,-1.0,-1.0
darren98,Wonderful experiencer egarding ucstomer care.,2023-11-02,225,5,0,0,Happy,Thursday,November,Fall,5,8.2,45.0,1.0,1.0
xturner,Absolutely ufrious about the prdouct quality!,2025-02-23,58,6,0,0,Angry,Sunday,February,Winter,6,6.666666666666667,9.666666666666666,-2.0,-2.0
amcbride,Average expereince wit hthe website navigation.,2025-02-18,63,6,0,0,Neutral,Tuesday,February,Winter,6,7.0,10.5,0.0,0.0
lschmidt,Pretty good billnig issues experience.,2024-09-14,329,5,0,0,Pleased,Saturday,September,Rainy,5,6.8,65.8,,
tonivillegas,I'm disappointed iwtht he customer service.,2023-09-18,376,6,0,0,Sad,Monday,September,Rainy,6,6.333333333333333,62.66666666666666,-1.0,-1.0
williamslaura,Pretty good paymetn process experience.,2024-04-03,140,5,0,0,Pleased,Wednesday,April,Spring,5,7.0,28.0,,
patricia68,Iam extremely happy with the delivrey experience.,2025-01-15,222,8,0,0,Happy,Wednesday,January,Winter,8,5.375,27.75,1.0,1.0
qrussell,Loved the techniacl support!,2023-11-13,127,4,0,0,Happy,Monday,November,Fall,4,6.25,31.75,1.0,1.0
tlyons,I feel sad aobut the customer care.,2024-11-06,6,7,0,1,Sad,Wednesday,November,Fall,7,4.142857142857143,0.8571428571428571,-1.0,-1.0
rcurry,Neithre good no rbad about return policy.,2023-08-17,290,7,0,1,Neutral,Thursday,August,Rainy,7,5.0,41.42857142857143,0.0,0.0
gloriatucker,A neutral feeling towards hte porduct quality.,2024-09-03,270,7,0,0,Neutral,Tuesday,September,Rainy,7,5.714285714285714,38.57142857142857,0.0,0.0
melissabonilla,Overall pleased with the app usabiltiy.,2024-12-15,340,6,0,0,Pleased,Sunday,December,Winter,6,5.666666666666667,56.66666666666666,,
wutheresa,Terrible return policy hnadling.,2024-11-20,432,4,0,0,Angry,Wednesday,November,Fall,4,7.25,108.0,-2.0,-2.0
pamela22,Not what I expetced from pricing.,2024-08-18,311,6,0,0,Sad,Sunday,August,Rainy,6,4.666666666666667,51.833333333333336,-1.0,-1.0
fwalker,"The technical support was okay ,nothing specail.",2023-05-12,77,7,0,1,Neutral,Friday,May,Summer,7,6.0,11.0,0.0,0.0
jacobsnicholas,Regretful experience regarding ersponse tmie.,2024-09-28,460,5,0,0,Sad,Saturday,September,Rainy,5,8.2,92.0,-1.0,-1.0
mccarthyautumn,Loved the respnose time!,2024-03-08,284,4,0,0,Happy,Friday,March,Spring,4,5.25,71.0,1.0,-2.0
elee,Im' dsiappointed with the product quality.,2024-11-02,372,6,0,0,Sad,Saturday,November,Fall,6,6.166666666666667,62.0,-1.0,-1.0
johnnylove,Really angry wtih hte delivery experience.,2025-02-11,248,6,0,0,Angry,Tuesday,February,Winter,6,6.166666666666667,41.333333333333336,-2.0,-2.0
dsmith,Neither good no rbad abou tcustomer care.,2025-01-25,340,7,0,0,Neutral,Saturday,January,Winter,7,5.0,48.57142857142857,0.0,0.0
williamjohnson,Wonderful experienc eregarding support tea.m,2024-05-08,114,5,0,0,Happy,Wednesday,May,Summer,5,8.0,22.8,1.0,1.0
robert02,Overall pleased with th epricing.,2024-03-01,304,5,0,0,Pleased,Friday,March,Spring,5,5.8,60.8,,
pachecomichelle,"The customer service was okay,n othnig special.",2024-06-04,202,7,0,0,Neutral,Tuesday,June,Summer,7,5.857142857142857,28.857142857142858,0.0,0.0
todd46,Can't believe how bad hte custome rcare was.,2024-02-05,310,8,0,0,Angry,Monday,February,Winter,8,4.625,38.75,-2.0,-2.0
jacoblopez,I'm disappointed with the rseponse itme.,2023-07-23,444,6,0,0,Sad,Sunday,July,Summer,6,5.833333333333333,74.0,-1.0,-1.0
smithlogan,I'm quite pleased wit thhe support team.,2023-05-21,396,7,0,0,Pleased,Sunday,May,Summer,7,4.857142857142857,56.57142857142857,,
nfernandez,I'm disappointed w/ the priicng.,2023-08-27,237,5,0,0,Sad,Sunday,August,Rainy,5,6.0,47.4,-1.0,-1.0
richardedwards,Exceptional billign issues experience.,2023-12-02,369,4,0,0,Happy,Saturday,December,Winter,4,8.75,92.25,1.0,1.0
sarahgreen,Regretful experinec eregarding product availability.,2023-08-24,126,5,0,0,Sad,Thursday,August,Rainy,5,9.6,25.2,-1.0,-1.0
fischerallison,I am exrtemelyh appy with the order tracking.,2025-01-06,90,8,0,0,Happy,Monday,January,Winter,8,4.75,11.25,1.0,1.0
mary35,Average expeirence wtih the response time.,2025-04-15,52,6,0,0,Neutral,Tuesday,April,Spring,6,6.166666666666667,8.666666666666666,0.0,0.0
jacqueline17,I am exrtemely happy w/ the prodcut quality.,2023-06-15,240,8,0,0,Happy,Thursday,June,Summer,8,4.875,30.0,1.0,1.0
zjohnson,Very satisfied with the pricin!g,2024-01-14,298,5,0,0,Happy,Sunday,January,Winter,5,5.6,59.6,1.0,1.0
peter83,"The technicla support was okay, nothing specail.",2024-05-29,13,7,0,0,Neutral,Wednesday,May,Summer,7,6.0,1.8571428571428568,0.0,0.0
robinsonemma,Nice jbo on the payment process!,2025-01-10,203,6,0,0,Pleased,Friday,January,Winter,6,4.5,33.833333333333336,,
dylanmiddleton,Average expereince with the wesbite navigation.,2023-09-25,500,6,0,0,Neutral,Monday,September,Rainy,6,7.0,83.33333333333333,0.0,0.0
icameron,Pretty good retur npolicy experience.,2024-07-16,460,5,0,0,Pleased,Tuesday,July,Summer,5,6.6,92.0,,
joelwilliams,Not what I expected from website anviagtion.,2023-08-10,130,7,0,0,Sad,Thursday,August,Rainy,7,5.428571428571429,18.571428571428573,-1.0,-1.0
garyruiz,Pretty good paymen tprocess experience.,2024-02-22,406,5,0,0,Pleased,Thursday,February,Winter,5,7.0,81.2,,
andrewvargas,The wesbite anvigation was satisfactory.,2024-10-19,164,5,0,0,Neutral,Saturday,October,Rainy,5,7.2,32.8,0.0,0.0
mcclainamy,A neutral feelnig otwards the order tracking.,2024-05-20,475,7,1,1,Neutral,Monday,May,Summer,7,5.571428571428571,67.85714285714286,0.0,0.0
ronaldreynolds,Very satisfied with thes upport team!,2024-10-05,294,6,0,0,Happy,Saturday,October,Rainy,6,5.333333333333333,49.0,1.0,1.0
thomas25,Pretty goodt echnicla support experience.,2023-10-14,344,5,0,0,Pleased,Saturday,October,Rainy,5,7.4,68.8,,
edwardcain,vOerall pleased with the order trakcing.,2024-02-05,306,6,0,0,Pleased,Monday,February,Winter,6,5.833333333333333,51.0,,
carlpatrick,Nicej ob on the billing issues!,2024-01-05,48,6,0,0,Pleased,Friday,January,Winter,6,4.333333333333333,8.0,,
edward68,I efel sad about hte website navigation.,2024-02-11,174,7,0,0,Sad,Sunday,February,Winter,7,4.857142857142857,24.857142857142858,-1.0,-1.0
jensenricky,I'mq uite pleased with the order trcaking.,2023-08-06,294,7,0,0,Pleased,Sunday,August,Rainy,7,5.142857142857143,42.0,,
crawfordjonathan,Neither good nor bda about product availabiltiy.,2024-06-06,96,7,0,0,Neutral,Thursday,June,Summer,7,6.0,13.714285714285714,0.0,0.0
ysmith,The prodcut quality met my expetcations.,2023-08-29,268,6,0,0,Pleased,Tuesday,August,Rainy,6,5.833333333333333,44.66666666666666,,
ijohnson,bAsoluetly furious about the return policy!,2024-12-08,180,6,0,0,Angry,Sunday,December,Winter,6,6.333333333333333,30.0,-2.0,-2.0
wilsonangela,The customer service was satisfactor.y,2023-10-07,61,5,0,0,Neutral,Saturday,October,Rainy,5,6.8,12.2,0.0,0.0
sklein,I am extremely hapyp with the ewbsite navigation.,2024-03-01,198,8,0,0,Happy,Friday,March,Spring,8,5.25,24.75,1.0,1.0
ujohnson,Nice job on thep ricing!,2024-11-29,218,5,0,0,Pleased,Friday,November,Fall,5,4.0,43.6,,
ericburgess,I'm disappointed witht he cutsomer service.,2025-02-24,447,6,0,0,Sad,Monday,February,Winter,6,6.333333333333333,74.5,-1.0,-1.0
sarahmason,Nice ojb on the pricing!,2025-04-20,156,5,0,0,Pleased,Sunday,April,Spring,5,4.0,31.2,,
ladams,Ovearll pleased iwth the technical support.,2024-07-06,186,6,0,0,Pleased,Saturday,July,Summer,6,6.333333333333333,31.0,,
steven82,Not wha tI expected from produtc availability.,2024-05-03,185,7,0,0,Sad,Friday,May,Summer,7,5.714285714285714,26.428571428571427,-1.0,-1.0
vwashington,I ame xtremely happy witht he response time.,2025-04-23,233,8,0,0,Happy,Wednesday,April,Spring,8,4.625,29.125,1.0,1.0
alexandra66,Realyl angry w/ the technicals upport.,2024-10-30,60,6,0,1,Angry,Wednesday,October,Rainy,6,5.833333333333333,10.0,-2.0,-2.0
elliottdavid,I feel sad about the billing issues.,2023-11-17,254,7,0,0,Sad,Friday,November,Fall,7,4.285714285714286,36.285714285714285,-1.0,-1.0
darrellwilcox,Wonderful experience regarding customer care.,2024-10-10,239,5,0,0,Happy,Thursday,October,Rainy,5,8.2,47.8,1.0,1.0
anthony82,Not what I expected from app usabiliyt.,2024-01-16,301,7,0,0,Sad,Tuesday,January,Winter,7,4.714285714285714,43.0,-1.0,-1.0
stephanieburgess,I'm qiute pleased wtih the response time.,2023-09-07,210,7,0,0,Pleased,Thursday,September,Rainy,7,5.0,30.0,,
gracethomas,Very satisfied iwth the return policy!,2023-06-10,142,6,1,0,Happy,Saturday,June,Summer,6,5.5,23.666666666666668,1.0,1.0
oruiz,Lovde the delivery experience!,2023-09-30,146,4,0,0,Happy,Saturday,September,Rainy,4,6.75,36.5,1.0,1.0
dortiz,Regretful experience regaridng prodcut quality.,2024-12-07,47,5,0,0,Sad,Saturday,December,Winter,5,8.6,9.4,-1.0,-1.0
georgeaguilar,I feel sad about th epricing.,2023-05-23,466,6,0,0,Sad,Tuesday,May,Summer,6,4.0,77.66666666666667,-1.0,-1.0
ushaw,Worst app usabilitye ver.,2025-03-08,318,4,0,0,Angry,Saturday,March,Spring,4,5.5,79.5,-2.0,-2.0
katelynmoore,The order tracikng was satisfactory.,2024-08-10,220,5,0,0,Neutral,Saturday,August,Rainy,5,6.4,44.0,0.0,0.0
rarcher,Regretful experience regarding prciing.,2023-07-13,233,4,1,0,Sad,Thursday,July,Summer,4,9.0,58.25,-1.0,-1.0
adamssamantha,I feel sad about the delvier yexperience.,2023-09-02,15,7,0,0,Sad,Saturday,September,Rainy,7,5.0,2.142857142857143,-1.0,-1.0
hollowaygreg,Absolutely furious baout thet echnical support!,2025-03-10,289,6,0,0,Angry,Monday,March,Spring,6,7.0,48.16666666666666,-2.0,-2.0
morrisdavid,I'm quite pleased with the rpoduct qulaity.,2024-11-19,30,7,0,0,Pleased,Tuesday,November,Fall,7,5.285714285714286,4.285714285714286,,
douglascobb,Average experience iwth the responset ime.,2023-10-07,253,6,0,0,Neutral,Saturday,October,Rainy,6,6.166666666666667,42.16666666666666,0.0,0.0
harrisonsydney,Ver yuspetting response time experience.,2023-06-23,193,5,0,0,Sad,Friday,June,Summer,5,7.2,38.6,-1.0,-1.0
nathanellis,I feel sad abuot the response time.,2025-03-13,226,7,0,0,Sad,Thursday,March,Spring,7,4.142857142857143,32.285714285714285,-1.0,-1.0
evan12,Pretty good pricing xeperience.,2025-02-05,431,4,0,0,Pleased,Wednesday,February,Winter,4,7.0,107.75,,
ricedominic,Loved hte website navigation!,2024-01-12,402,4,0,0,Happy,Friday,January,Winter,4,6.5,100.5,1.0,1.0
cjensen,Loved th ecustomer care!,2024-10-27,63,4,0,0,Happy,Sunday,October,Rainy,4,5.25,15.75,1.0,1.0
fortega,Averaeg experience with the pricing.,2024-08-28,429,5,0,0,Neutral,Wednesday,August,Rainy,5,6.4,85.8,0.0,0.0
mbowen,Terrible wbesite navigation handling.,2024-08-14,60,4,1,0,Angry,Wednesday,August,Rainy,4,8.5,15.0,-2.0,-2.0
smontgomery,I'm disapponite dwith the return policy.,2023-04-28,363,6,0,0,Sad,Friday,April,Spring,6,5.833333333333333,60.5,-1.0,2.0
alan09,Wondreful experience regarding custmoer service.,2023-07-24,325,5,0,0,Happy,Monday,July,Summer,5,8.8,65.0,1.0,1.0
vsullivan,vAerage exeprience with the product availability.,2024-04-01,76,6,0,0,Neutral,Monday,April,Spring,6,7.333333333333333,12.666666666666666,0.0,0.0
shermanrobert,Not what I expected from pircing.,2023-11-04,287,6,0,0,Sad,Saturday,November,Fall,6,4.666666666666667,47.833333333333336,-1.0,-1.0
beverlydouglas,I'm disappointed with the prdouct availabiliyt.,2024-05-18,239,6,1,0,Sad,Saturday,May,Summer,6,7.0,39.833333333333336,-1.0,-1.0
tracysantos,The app usability was satisfacotry.,2025-01-08,349,5,0,0,Neutral,Wednesday,January,Winter,5,6.2,69.8,0.0,0.0
burnsdaniel,Pretty good paymen tprocess experience.,2024-07-13,379,5,0,0,Pleased,Saturday,July,Summer,5,7.0,75.8,,
justin05,Prtety good prdouct availability experience.,2024-07-13,158,5,0,0,Pleased,Saturday,July,Summer,5,8.0,31.6,,
heathermorgan,Overall pleased wiht the response time.,2024-07-05,494,6,0,1,Pleased,Friday,July,Summer,6,5.666666666666667,82.33333333333333,,
patrickkirk,Pretty good suppor tteam experience.,2024-02-08,143,5,0,0,Pleased,Thursday,February,Winter,5,6.4,28.6,,
bradleymaldonado,I feel sad about the product uqality.,2024-11-13,254,7,1,0,Sad,Wednesday,November,Fall,7,4.428571428571429,36.285714285714285,-1.0,-1.0
bishopkristin,The edlivery epxerience met my expectations.,2024-01-14,278,6,0,0,Pleased,Sunday,January,Winter,6,6.5,46.333333333333336,,
cynthia11,"The return polic ywas okay, nothing specail.",2024-04-21,41,7,0,0,Neutral,Sunday,April,Spring,7,5.428571428571429,5.857142857142857,0.0,1.0
qhopkins,I'm quite plaesed w/ the support tema.,2024-09-04,0,7,0,0,Pleased,Wednesday,September,Rainy,7,4.857142857142857,0.0,,
ashley00,Pretty ogod product availabliity experience.,2024-08-21,78,5,0,0,Pleased,Wednesday,August,Rainy,5,8.0,15.6,,
timothydyer,I'm quite pleaesd with the respons etime.,2025-02-15,183,7,0,0,Pleased,Saturday,February,Winter,7,5.0,26.142857142857142,,
stacy67,Very upsetting pricing experience.,2023-09-28,495,4,0,0,Sad,Thursday,September,Rainy,4,7.75,123.75,-1.0,-1.0
fosterkarla,Average epxerienc ewith the technical support.,2024-03-24,301,6,0,0,Neutral,Sunday,March,Spring,6,6.833333333333333,50.16666666666666,0.0,0.0
albert42,Loevd the technical support!,2024-08-08,119,4,0,0,Happy,Thursday,August,Rainy,4,6.25,29.75,1.0,1.0
tara30,I'mq uite lpeased w/ the technical support.,2024-11-27,103,7,0,0,Pleased,Wednesday,November,Fall,7,5.571428571428571,14.714285714285714,,
lbailey,Exceptional pricing expereince.,2023-10-09,261,3,0,1,Happy,Monday,October,Rainy,3,9.666666666666666,87.0,1.0,1.0
briangonzales,I'm disappointed wiht the delivery expreience.,2024-12-20,455,6,0,0,Sad,Friday,December,Winter,6,6.833333333333333,75.83333333333333,-1.0,-1.0
ffleming,Can't believe how abd the support tema was.,2023-06-25,175,8,0,0,Angry,Sunday,June,Summer,8,4.5,21.875,-2.0,-2.0
rvargas,Averagee xperience with the ucstomer care.,2023-07-09,154,6,0,0,Neutral,Sunday,July,Summer,6,6.166666666666667,25.666666666666668,0.0,0.0
jonathanhowell,"The product availability was koay, nothing sepcial.",2025-01-04,82,7,0,0,Neutral,Saturday,January,Winter,7,6.428571428571429,11.714285714285714,0.0,0.0
rhondacox,I'm quite pleased wtih th ebilling issues.,2025-03-25,319,7,0,0,Pleased,Tuesday,March,Spring,7,5.142857142857143,45.57142857142857,,
rellis,Exceptional techncial support exeprience.,2024-08-03,339,4,0,0,Happy,Saturday,August,Rainy,4,9.5,84.75,1.0,1.0
kerry33,Exceptional billing issues experiecne.,2024-09-12,337,4,0,0,Happy,Thursday,September,Rainy,4,8.75,84.25,1.0,1.0
smithleslie,I am extremely happy with th eodrer tracking.,2025-01-01,365,8,1,0,Happy,Wednesday,January,Winter,8,4.75,45.625,1.0,1.0
boydjavier,Wosrt order tracking ever.,2024-02-16,373,4,0,0,Angry,Friday,February,Winter,4,5.75,93.25,-2.0,-2.0
ashlee06,Veyr upsetting customer care experienc.e,2024-03-27,206,5,0,0,Sad,Wednesday,March,Spring,5,7.2,41.2,-1.0,-1.0
ayalakaren,Terrible order tracking hanlding.,2023-10-11,302,4,0,0,Angry,Wednesday,October,Rainy,4,7.5,75.5,-2.0,-2.0
annagriffith,The delivery experiecne met my expectaitons.,2023-08-30,65,6,1,0,Pleased,Wednesday,August,Rainy,6,6.5,10.833333333333334,,
stephen73,Really agnry with the pricing.,2024-09-04,216,5,0,0,Angry,Wednesday,September,Rainy,5,5.2,43.2,-2.0,-2.0
tonigolden,eTrrible response time handling.,2024-05-24,394,4,0,0,Angry,Friday,May,Summer,4,7.25,98.5,-2.0,-2.0
lwilcox,Can'tb elieve ohw bad the payment process was.,2024-09-28,404,8,0,1,Angry,Saturday,September,Rainy,8,4.875,50.5,-2.0,-2.0
bullockjose,Regretful experience regarding resposne tim.e,2024-03-31,86,5,0,1,Sad,Sunday,March,Spring,5,8.2,17.2,-1.0,-1.0
kandrews,Not what I expected from response tim.e,2024-10-30,157,7,0,0,Sad,Wednesday,October,Rainy,7,4.714285714285714,22.428571428571427,-1.0,-1.0
marksmith,Asbolutely furious about the product qualit!y,2025-02-25,480,6,0,0,Angry,Tuesday,February,Winter,6,6.666666666666667,80.0,-2.0,-2.0
davidmiller,Pretty good websiet navigation expereince.,2023-09-01,370,5,0,0,Pleased,Friday,September,Rainy,5,7.6,74.0,,
brittanynelson,Niec job on the technical support!,2023-10-31,331,6,0,0,Pleased,Tuesday,October,Rainy,6,4.833333333333333,55.16666666666666,,
sellersannette,Wonderful epxerience regardinga pp usability.,2024-02-25,485,5,1,0,Happy,Sunday,February,Winter,5,8.2,97.0,1.0,1.0
lburns,Very satisfied with the response itme!,2024-03-10,267,6,0,0,Happy,Sunday,March,Spring,6,5.5,44.5,1.0,1.0
ujohnson,The billing issues met my exepctations.,2025-01-05,334,6,0,0,Pleased,Sunday,January,Winter,6,5.666666666666667,55.66666666666666,,
ijefferson,"The app usaiblityw as okay, nothing special.",2024-11-29,306,7,0,0,Neutral,Friday,November,Fall,7,5.428571428571429,43.71428571428572,0.0,0.0
frederickmills,"The customer service was okya, nothin gspecial.",2024-05-08,108,7,0,0,Neutral,Wednesday,May,Summer,7,5.857142857142857,15.428571428571429,0.0,0.0
fmiller,Overall pleased w/ the produc tavailabliity.,2025-04-21,255,6,0,1,Pleased,Monday,April,Spring,6,6.833333333333333,42.5,,
christophersmith,The rteurn policy was satisfactory.,2024-05-27,198,5,0,0,Neutral,Monday,May,Summer,5,6.2,39.6,0.0,0.0
richardswhitney,Not what I expected frmo produtc quality.,2024-09-17,102,7,1,0,Sad,Tuesday,September,Rainy,7,5.0,14.571428571428571,-1.0,-1.0
dblake,I'm quite pleased with thep ricing.,2025-01-29,152,6,0,0,Pleased,Wednesday,January,Winter,6,5.0,25.33333333333333,,
vfriedman,A neutral feeling torwads the product quality.,2023-08-12,338,7,0,0,Neutral,Saturday,August,Rainy,7,5.714285714285714,48.285714285714285,0.0,0.0
kleinmichael,Prettyg oo ddelivery experience experience.,2025-03-16,91,5,0,0,Pleased,Sunday,March,Spring,5,7.8,18.2,,
porterzachary,"The support team was koay,n othing special.",2025-01-04,112,7,1,0,Neutral,Saturday,January,Winter,7,5.285714285714286,16.0,0.0,0.0
cunninghammarissa,A neutral feeling otwards the bliling issues.,2024-05-19,169,7,0,0,Neutral,Sunday,May,Summer,7,5.571428571428571,24.142857142857142,0.0,0.0
lori24,Wonderful experience regadring response tiem.,2024-10-12,348,5,0,0,Happy,Saturday,October,Rainy,5,8.2,69.6,1.0,1.0
brittanyduncan,"Th ebilling issues was okay, nothin gspecial.",2024-01-02,355,7,0,0,Neutral,Tuesday,January,Winter,7,5.571428571428571,50.71428571428572,0.0,0.0
tammy64,Not waht I expected from delievry experience.,2024-11-25,462,7,0,0,Sad,Monday,November,Fall,7,5.571428571428571,66.0,-1.0,0.0
oclark,Very satisfied wtih hte website navigation!,2023-05-04,288,6,0,0,Happy,Thursday,May,Summer,6,6.333333333333333,48.0,1.0,1.0
gregory73,Loved the roder tracking!,2024-01-30,172,4,0,0,Happy,Tuesday,January,Winter,4,5.5,43.0,1.0,1.0
linda84,I feel sad about the pricing.,2023-12-03,106,6,0,0,Sad,Sunday,December,Winter,6,4.0,17.666666666666668,-1.0,-1.0
tsmith,I'm quite pleased with th etechncial support.,2024-08-26,323,7,0,0,Pleased,Monday,August,Rainy,7,5.571428571428571,46.142857142857146,,
ycortez,'Im quite pleased with the customer servic.e,2024-12-10,394,7,0,0,Pleased,Tuesday,December,Winter,7,5.428571428571429,56.285714285714285,,
jamesrice,A neutral feeling towards thet echincal support.,2025-02-09,148,7,0,0,Neutral,Sunday,February,Winter,7,6.0,21.142857142857142,0.0,0.0
kelleyamanda,I'md isappointed with the erturn policy.,2024-08-22,441,6,0,0,Sad,Thursday,August,Rainy,6,5.833333333333333,73.5,-1.0,-1.0
robertscameron,Very upsettign app usability expeirence.,2023-12-24,394,5,0,0,Sad,Sunday,December,Winter,5,7.2,78.8,-1.0,-1.0
jennifermiller,Average experience witht he response tiem.,2024-08-08,450,6,0,0,Neutral,Thursday,August,Rainy,6,6.166666666666667,75.0,0.0,0.0
uwilson,Regretful experience regarding apyment porcess.,2024-06-12,291,5,0,1,Sad,Wednesday,June,Summer,5,8.6,58.2,-1.0,-1.0
bradleyaustin,Exceptional order tracking epxerience.,2024-07-20,305,4,0,0,Happy,Saturday,July,Summer,4,8.75,76.25,1.0,1.0
rachelrobbins,I'md isappoinetd with the customer service.,2023-10-04,356,6,0,0,Sad,Wednesday,October,Rainy,6,6.333333333333333,59.333333333333336,-1.0,-1.0
omueller,Neither good nor abd about order trcaking.,2024-01-09,42,7,0,0,Neutral,Tuesday,January,Winter,7,5.142857142857143,6.0,0.0,0.0
emilyfrazier,I'm quit epleased iwth the response time.,2023-06-15,416,7,0,0,Pleased,Thursday,June,Summer,7,5.0,59.42857142857143,,
rjensen,Exceptional customer care exeprience.,2024-08-31,157,4,0,0,Happy,Saturday,August,Rainy,4,8.5,39.25,1.0,1.0
carneywesley,Absolutely furious about the prciing!,2023-07-31,466,5,0,0,Angry,Monday,July,Summer,5,6.6,93.2,-2.0,-2.0
jbaker,Asbolutley furious about the billing issues!,2023-11-21,387,6,1,0,Angry,Tuesday,November,Fall,6,6.5,64.5,-2.0,-2.0
andrew50,Absolutely furious about the response item!,2024-05-23,450,6,0,1,Angry,Thursday,May,Summer,6,6.333333333333333,75.0,-2.0,-2.0
gonzalezjohn,Wonderful expereince regarding pricing.,2024-10-22,261,4,0,0,Happy,Tuesday,October,Rainy,4,9.0,65.25,1.0,1.0
ibaker,Very satisifed with the return policy!,2024-10-07,393,6,0,0,Happy,Monday,October,Rainy,6,5.5,65.5,1.0,1.0
castillobrianna,Very satisfied witht he app usability!,2024-07-22,274,6,1,0,Happy,Monday,July,Summer,6,5.5,45.66666666666666,1.0,1.0
rdavis,Wonderful experience regarding pricnig.,2023-09-04,314,4,1,0,Happy,Monday,September,Rainy,4,9.0,78.5,1.0,1.0
michael09,eVry upsetting support team experience.,2023-08-25,206,5,0,0,Sad,Friday,August,Rainy,5,7.0,41.2,-1.0,1.0
lyoung,I feel sad about the payment proces.s,2023-10-25,97,7,0,0,Sad,Wednesday,October,Rainy,7,4.428571428571429,13.857142857142858,-1.0,-1.0
whiteedwin,Not waht I expected from wbesite navigation.,2024-06-25,485,7,1,1,Sad,Tuesday,June,Summer,7,5.428571428571429,69.28571428571429,-1.0,-1.0
uhenderson,I am exrtemelyh appy w/ the customer service.,2024-09-16,125,8,0,0,Happy,Monday,September,Rainy,8,5.0,15.625,1.0,1.0
richardmack,I'm disappointed with the priicng.,2024-02-20,326,5,0,0,Sad,Tuesday,February,Winter,5,6.0,65.2,-1.0,-1.0
powelldavid,I am exrtemely happy w/ the payment proecss.,2025-03-12,274,8,0,0,Happy,Wednesday,March,Spring,8,4.875,34.25,1.0,1.0
williamsjonathan,Average epxerience with the retrun policy.,2025-03-26,157,6,0,1,Neutral,Wednesday,March,Spring,6,6.166666666666667,26.166666666666668,0.0,0.0
amanda09,The delivery expereince was satifsactory.,2024-08-25,309,5,0,0,Neutral,Sunday,August,Rainy,5,7.4,61.8,0.0,0.0
theresa27,A neutral feelingt owards hte payment process.,2025-03-08,490,7,0,0,Neutral,Saturday,March,Spring,7,5.714285714285714,70.0,0.0,0.0
autumn04,Absolutely furious about the technical support!,2024-01-13,264,6,0,1,Angry,Saturday,January,Winter,6,7.0,44.0,-2.0,-2.0
cbarnett,Nice jo bon the app usability!,2024-12-15,322,6,0,0,Pleased,Sunday,December,Winter,6,4.166666666666667,53.66666666666666,,
susan44,I'm disappointed w/ the retrun poilcy.,2023-07-15,289,6,0,0,Sad,Saturday,July,Summer,6,5.833333333333333,48.16666666666666,-1.0,-1.0
melissaarellano,Neither good nor bad abotu support team.,2023-09-29,139,7,0,0,Neutral,Friday,September,Rainy,7,4.857142857142857,19.857142857142858,0.0,0.0
monroerobert,Nice jbo on the support team!,2024-02-13,1,6,0,0,Pleased,Tuesday,February,Winter,6,4.0,0.1666666666666666,,
qlopez,Exceptional website navigation epxeriecne.,2024-07-31,386,4,0,0,Happy,Wednesday,July,Summer,4,9.75,96.5,1.0,1.0
whouston,Not hwatI expected from customer service.,2024-04-21,93,7,0,0,Sad,Sunday,April,Spring,7,5.142857142857143,13.285714285714286,-1.0,-1.0
kevinroberts,A neutral feelingt owards the pricing.,2024-09-02,129,6,0,0,Neutral,Monday,September,Rainy,6,5.5,21.5,0.0,0.0
nfrench,I'm quite pleased wit hthed elivery experience.,2024-10-05,345,7,1,0,Pleased,Saturday,October,Rainy,7,5.857142857142857,49.285714285714285,,
david97,A neutral feelingt owards the repsonse time.,2025-04-15,361,7,0,0,Neutral,Tuesday,April,Spring,7,5.428571428571429,51.57142857142857,0.0,0.0
leonardfuller,eVry upsetting appu sability experience.,2023-05-04,60,5,0,0,Sad,Thursday,May,Summer,5,7.2,12.0,-1.0,-1.0
caitlynhoffman,The technical suppotr met my expectatoins.,2024-11-15,124,6,0,1,Pleased,Friday,November,Fall,6,6.166666666666667,20.666666666666668,,
qdennis,I feel sad about the delivery epxeriecne.,2024-12-12,250,7,1,0,Sad,Thursday,December,Winter,7,5.0,35.714285714285715,-1.0,-1.0
mirandasims,Worst website navigation evre.,2023-10-24,209,4,0,0,Angry,Tuesday,October,Rainy,4,6.75,52.25,-2.0,-2.0
james48,Regretfule xperience regardign customer service.,2023-08-15,199,5,0,0,Sad,Tuesday,August,Rainy,5,8.8,39.8,-1.0,0.0
lisadoyle,Average experience w/ the reutrnp olicy.,2024-01-02,373,6,0,0,Neutral,Tuesday,January,Winter,6,6.166666666666667,62.16666666666666,0.0,0.0
preyes,Nice job ont he product quality!,2025-03-21,237,6,0,0,Pleased,Friday,March,Spring,6,4.5,39.5,,
mathewmiller,Very upsetting order rtacking expereince.,2024-10-06,150,5,0,0,Sad,Sunday,October,Rainy,5,7.4,30.0,-1.0,-1.0
daniellemartinez,The product availabilitym et my exepctations.,2024-05-11,95,6,0,0,Pleased,Saturday,May,Summer,6,6.666666666666667,15.833333333333334,,
josephbrown,Neither good nor bada bout deilvery experience.,2023-06-05,429,7,0,0,Neutral,Monday,June,Summer,7,5.857142857142857,61.285714285714285,0.0,0.0
