Username,Comment,Comment_Date,Likes,Comment_Length,Has_Typo,Slang_Presence,Sentiment
sharon54,I'm quite pleased with the pricing.,2023-12-27,72,6,0,0,Pleased
cmartinez,Not what I expected from app usability.,2025-04-16,233,7,0,0,Sad
ucurry,A neutral feeling towards the delivery experience.,2024-09-15,15,7,0,0,Neutral
marshallbrenda,Can't believe how bad the customer care was.,2024-02-04,119,8,0,0,Angry
robinsonjeremiah,A neutral feeling towards the payment process.,2025-03-15,165,7,0,0,Neutral
zmoyer,Pretty good support team experience.,2024-11-03,488,5,0,0,Pleased
sanchezluis,I am extremely happy with the website navigation.,2023-12-28,418,8,0,0,Happy
davisryan,Pretty good product availability experience.,2024-01-31,147,5,0,0,Pleased
bobby93,Absolutely furious about the response time!,2023-05-06,169,6,0,0,Angry
nrobles,I'm disappointed with the app usability.,2025-02-20,120,6,0,0,Sad
eric31,Loved the technical support!,2024-04-12,116,4,0,0,Happy
susan09,I'm disappointed with the billing issues.,2023-09-10,134,6,0,0,Sad
kyle37,Absolutely furious about the customer service!,2024-07-30,237,6,0,0,Angry
kingtim,Wonderful experience regarding app usability.,2023-07-05,225,5,0,0,Happy
gjones,I'm disappointed with the customer care.,2024-04-30,177,6,1,0,Sad
calebfinley,Pretty good order tracking experience.,2024-03-05,444,5,0,0,Pleased
stevenwilson,I feel sad about the pricing.,2025-04-24,489,6,0,0,Sad
troy64,Wonderful experience regarding support team.,2023-09-18,5,5,0,0,Happy
vcross,"The response time was okay, nothing special.",2025-03-07,347,7,0,0,Neutral
jacob65,Neither good nor bad about support team.,2024-12-14,4,7,0,1,Neutral
thomasmatthew,Average experience with the customer service.,2024-12-15,284,6,0,0,Neutral
jeffreybrown,Overall pleased with the website navigation.,2023-06-16,235,6,0,0,Pleased
salazarian,I feel sad about the product availability.,2025-02-04,175,7,0,0,Sad
brandoncarpenter,I'm quite pleased with the app usability.,2023-08-28,338,7,0,0,Pleased
hayesmichael,Worst customer care ever.,2024-09-22,337,4,0,0,Angry
nreese,Worst product availability ever.,2023-09-22,209,4,0,1,Angry
xmoreno,Worst billing issues ever.,2024-03-25,356,4,0,0,Angry
candrews,Very upsetting customer care experience.,2024-07-12,462,5,0,0,Sad
munoznathaniel,Really angry with the technical support.,2024-08-30,329,6,0,0,Angry
jamierivers,Average experience with the order tracking.,2023-10-02,167,6,0,0,Neutral
marytapia,Worst customer care ever.,2024-02-28,463,4,0,0,Angry
djohnson,Loved the support team!,2024-10-01,394,4,0,0,Happy
tracyabbott,I feel sad about the return policy.,2025-04-16,386,7,0,0,Sad
debra33,Worst website navigation ever.,2023-06-09,379,4,0,0,Angry
gatesjason,Can't believe how bad the app usability was.,2025-01-02,240,8,0,0,Angry
lsmith,Really angry with the billing issues.,2024-05-11,188,6,0,0,Angry
michael24,Can't believe how bad the response time was.,2023-08-22,442,8,0,0,Angry
virginiabenjamin,Very upsetting order tracking experience.,2024-04-08,253,5,0,0,Sad
michelle24,Pretty good website navigation experience.,2023-09-27,264,5,1,1,Pleased
aaronscott,Worst response time ever.,2024-10-17,444,4,0,0,Angry
rittertiffany,Not what I expected from support team.,2024-11-28,399,7,0,0,Sad
dunlapjose,Wonderful experience regarding website navigation.,2024-11-24,222,5,0,0,Happy
vadams,I'm disappointed with the pricing.,2023-11-13,363,5,0,0,Sad
jkemp,I feel sad about the response time.,2023-07-25,431,7,0,0,Sad
jgeorge,Regretful experience regarding return policy.,2023-09-13,243,5,0,0,Sad
mhunter,The website navigation was satisfactory.,2023-06-11,315,5,0,0,Neutral
nberry,Nice job on the app usability!,2024-01-16,359,6,0,0,Pleased
elizabeth99,Exceptional customer service experience.,2024-12-16,487,4,0,0,Happy
hayesdaryl,Exceptional order tracking experience.,2024-12-29,8,4,0,0,Happy
zgonzalez,I feel sad about the technical support.,2024-11-10,223,7,0,0,Sad
utaylor,Regretful experience regarding billing issues.,2024-06-05,335,5,0,0,Sad
sarahsullivan,I feel sad about the website navigation.,2023-10-09,416,7,0,0,Sad
katrinajohnson,Overall pleased with the customer care.,2023-05-31,490,6,1,0,Pleased
gilbertashley,Worst app usability ever.,2023-09-19,41,4,0,0,Angry
duncannicholas,Worst delivery experience ever.,2023-06-20,38,4,0,0,Angry
krhodes,Really angry with the customer service.,2025-04-13,26,6,0,0,Angry
hwilliams,The payment process met my expectations.,2024-04-01,18,6,0,0,Pleased
justin53,Absolutely furious about the payment process!,2025-03-24,294,6,0,0,Angry
diazcarol,Worst website navigation ever.,2023-09-22,318,4,0,0,Angry
robinsonandrew,Loved the order tracking!,2023-06-07,85,4,0,0,Happy
jacksonsavannah,Neither good nor bad about pricing.,2023-09-05,1,6,0,0,Neutral
marcus44,Really angry with the pricing.,2023-04-30,222,5,0,0,Angry
angelacoleman,Worst payment process ever.,2024-01-16,63,4,0,0,Angry
lfarley,Average experience with the product availability.,2024-01-20,488,6,0,0,Neutral
fryerebecca,Wonderful experience regarding customer care.,2024-07-20,136,5,0,0,Happy
susan40,A neutral feeling towards the support team.,2023-10-18,436,7,0,0,Neutral
bellalicia,Worst customer care ever.,2025-02-19,0,4,0,0,Angry
tammyallen,Nice job on the payment process!,2023-06-05,353,6,1,0,Pleased
caitlingarcia,Loved the technical support!,2024-01-23,114,4,0,0,Happy
jeremy12,Nice job on the customer service!,2023-07-14,402,6,0,0,Pleased
jenniferlopez,Exceptional product quality experience.,2024-05-09,136,4,0,0,Happy
sandrajackson,Pretty good order tracking experience.,2024-09-06,499,5,0,0,Pleased
williamchristensen,The customer care was satisfactory.,2024-07-31,365,5,0,0,Neutral
jeremybailey,Wonderful experience regarding app usability.,2023-12-20,264,5,0,1,Happy
holmestom,I'm disappointed with the customer care.,2024-09-10,83,6,0,0,Sad
rmiller,Can't believe how bad the response time was.,2023-08-04,373,8,0,0,Angry
robert50,Very upsetting customer care experience.,2023-11-04,354,5,0,0,Sad
hawkinsdavid,Loved the return policy!,2023-12-08,455,4,0,0,Happy
richardsongabriel,Wonderful experience regarding billing issues.,2023-09-26,335,5,0,0,Happy
jaimetaylor,Very upsetting app usability experience.,2023-08-02,330,5,0,0,Sad
cassandra02,The support team was satisfactory.,2023-12-14,44,5,0,0,Neutral
jessica78,Worst billing issues ever.,2025-02-23,180,4,0,0,Angry
edunn,I feel sad about the support team.,2025-04-06,70,7,0,0,Sad
mwilliams,I feel sad about the support team.,2023-05-22,412,7,0,0,Sad
qmarshall,Nice job on the support team!,2024-08-22,350,6,0,0,Pleased
testes,Nice job on the billing issues!,2024-06-11,128,6,0,0,Pleased
hugheselizabeth,Neither good nor bad about return policy.,2023-05-26,161,7,0,0,Neutral
williamskeith,Loved the delivery experience!,2024-12-25,150,4,1,1,Happy
kirkpatel,Can't believe how bad the website navigation was.,2024-03-13,286,8,0,0,Angry
andrewclark,Neither good nor bad about delivery experience.,2023-10-04,213,7,0,0,Neutral
petersmckenzie,Overall pleased with the payment process.,2024-09-20,235,6,0,0,Pleased
swilkinson,Wonderful experience regarding order tracking.,2024-02-22,383,5,0,0,Happy
kennedysteven,I'm disappointed with the product quality.,2024-01-18,168,6,0,0,Sad
brenda82,Wonderful experience regarding customer care.,2023-10-01,273,5,0,0,Happy
meganhuerta,The technical support was satisfactory.,2024-05-06,332,5,0,0,Neutral
zevans,I am extremely happy with the customer care.,2023-10-03,221,8,0,0,Happy
dominique34,Wonderful experience regarding billing issues.,2024-11-28,110,5,0,0,Happy
mark67,Absolutely furious about the product quality!,2023-10-09,494,6,0,0,Angry
jamesscott,Wonderful experience regarding technical support.,2023-10-24,116,5,0,0,Happy
vargassandra,Worst website navigation ever.,2024-10-22,264,4,0,0,Angry
cwillis,The pricing was satisfactory.,2025-03-09,25,4,0,1,Neutral
watsondenise,I feel sad about the payment process.,2024-02-16,466,7,0,0,Sad
medinachad,Very upsetting support team experience.,2023-08-26,40,5,0,0,Sad
nicholas53,Not what I expected from customer service.,2023-12-02,266,7,0,0,Sad
jcox,Absolutely furious about the product availability!,2023-11-17,275,6,0,0,Angry
emilytaylor,Very upsetting billing issues experience.,2024-02-07,389,5,0,1,Sad
stephanie70,Can't believe how bad the customer care was.,2025-01-14,6,8,0,0,Angry
garyherrera,I am extremely happy with the support team.,2023-06-12,178,8,1,0,Happy
reynoldsemily,I'm disappointed with the delivery experience.,2024-06-25,60,6,0,0,Sad
anthony40,I feel sad about the product availability.,2023-07-18,434,7,1,0,Sad
andrewvargas,Very upsetting website navigation experience.,2023-10-16,421,5,0,0,Sad
hebertlisa,Loved the customer service!,2024-01-01,208,4,0,0,Happy
jacksonaaron,Neither good nor bad about billing issues.,2023-05-18,363,7,0,1,Neutral
bankschristopher,I am extremely happy with the return policy.,2024-02-06,401,8,0,0,Happy
robin41,I am extremely happy with the customer service.,2023-05-18,285,8,1,0,Happy
riveravanessa,Exceptional billing issues experience.,2025-02-07,350,4,0,0,Happy
manuel64,Exceptional customer service experience.,2024-12-04,138,4,0,0,Happy
taterandy,Overall pleased with the order tracking.,2023-05-25,170,6,0,1,Pleased
pfernandez,Worst response time ever.,2025-01-05,151,4,0,0,Angry
colleenjohnson,Regretful experience regarding app usability.,2024-01-17,100,5,0,0,Sad
cmcguire,Wonderful experience regarding order tracking.,2023-10-04,141,5,1,0,Happy
holtmariah,Loved the product quality!,2023-06-05,287,4,0,1,Happy
ruizscott,"The technical support was okay, nothing special.",2024-12-13,218,7,0,0,Neutral
jessicasmith,Very satisfied with the payment process!,2023-05-14,94,6,0,0,Happy
millerdonald,Regretful experience regarding return policy.,2023-08-28,7,5,0,0,Sad
darren98,Wonderful experience regarding customer care.,2023-11-02,225,5,0,0,Happy
xturner,Absolutely furious about the product quality!,2025-02-23,58,6,0,0,Angry
amcbride,Average experience with the website navigation.,2025-02-18,63,6,0,0,Neutral
lschmidt,Pretty good billing issues experience.,2024-09-14,329,5,0,0,Pleased
tonivillegas,I'm disappointed with the customer service.,2023-09-18,376,6,0,0,Sad
williamslaura,Pretty good payment process experience.,2024-04-03,140,5,0,0,Pleased
patricia68,I am extremely happy with the delivery experience.,2025-01-15,222,8,0,0,Happy
qrussell,Loved the technical support!,2023-11-13,127,4,0,0,Happy
tlyons,I feel sad about the customer care.,2024-11-06,6,7,0,1,Sad
rcurry,Neither good nor bad about return policy.,2023-08-17,290,7,0,1,Neutral
gloriatucker,A neutral feeling towards the product quality.,2024-09-03,270,7,0,0,Neutral
melissabonilla,Overall pleased with the app usability.,2024-12-15,340,6,0,0,Pleased
wutheresa,Terrible return policy handling.,2024-11-20,432,4,0,0,Angry
pamela22,Not what I expected from pricing.,2024-08-18,311,6,0,0,Sad
fwalker,"The technical support was okay, nothing special.",2023-05-12,77,7,0,1,Neutral
jacobsnicholas,Regretful experience regarding response time.,2024-09-28,460,5,0,0,Sad
mccarthyautumn,Loved the response time!,2024-03-08,284,4,0,0,Happy
elee,I'm disappointed with the product quality.,2024-11-02,372,6,0,0,Sad
johnnylove,Really angry with the delivery experience.,2025-02-11,248,6,0,0,Angry
dsmith,Neither good nor bad about customer care.,2025-01-25,340,7,0,0,Neutral
williamjohnson,Wonderful experience regarding support team.,2024-05-08,114,5,0,0,Happy
robert02,Overall pleased with the pricing.,2024-03-01,304,5,0,0,Pleased
pachecomichelle,"The customer service was okay, nothing special.",2024-06-04,202,7,0,0,Neutral
todd46,Can't believe how bad the customer care was.,2024-02-05,310,8,0,0,Angry
jacoblopez,I'm disappointed with the response time.,2023-07-23,444,6,0,0,Sad
smithlogan,I'm quite pleased with the support team.,2023-05-21,396,7,0,0,Pleased
nfernandez,I'm disappointed with the pricing.,2023-08-27,237,5,0,0,Sad
richardedwards,Exceptional billing issues experience.,2023-12-02,369,4,0,0,Happy
sarahgreen,Regretful experience regarding product availability.,2023-08-24,126,5,0,0,Sad
fischerallison,I am extremely happy with the order tracking.,2025-01-06,90,8,0,0,Happy
mary35,Average experience with the response time.,2025-04-15,52,6,0,0,Neutral
jacqueline17,I am extremely happy with the product quality.,2023-06-15,240,8,0,0,Happy
zjohnson,Very satisfied with the pricing!,2024-01-14,298,5,0,0,Happy
peter83,"The technical support was okay, nothing special.",2024-05-29,13,7,0,0,Neutral
robinsonemma,Nice job on the payment process!,2025-01-10,203,6,0,0,Pleased
dylanmiddleton,Average experience with the website navigation.,2023-09-25,500,6,0,0,Neutral
icameron,Pretty good return policy experience.,2024-07-16,460,5,0,0,Pleased
joelwilliams,Not what I expected from website navigation.,2023-08-10,130,7,0,0,Sad
garyruiz,Pretty good payment process experience.,2024-02-22,406,5,0,0,Pleased
andrewvargas,The website navigation was satisfactory.,2024-10-19,164,5,0,0,Neutral
mcclainamy,A neutral feeling towards the order tracking.,2024-05-20,475,7,1,1,Neutral
ronaldreynolds,Very satisfied with the support team!,2024-10-05,294,6,0,0,Happy
thomas25,Pretty good technical support experience.,2023-10-14,344,5,0,0,Pleased
edwardcain,Overall pleased with the order tracking.,2024-02-05,306,6,0,0,Pleased
carlpatrick,Nice job on the billing issues!,2024-01-05,48,6,0,0,Pleased
edward68,I feel sad about the website navigation.,2024-02-11,174,7,0,0,Sad
jensenricky,I'm quite pleased with the order tracking.,2023-08-06,294,7,0,0,Pleased
crawfordjonathan,Neither good nor bad about product availability.,2024-06-06,96,7,0,0,Neutral
ysmith,The product quality met my expectations.,2023-08-29,268,6,0,0,Pleased
ijohnson,Absolutely furious about the return policy!,2024-12-08,180,6,0,0,Angry
wilsonangela,The customer service was satisfactory.,2023-10-07,61,5,0,0,Neutral
sklein,I am extremely happy with the website navigation.,2024-03-01,198,8,0,0,Happy
ujohnson,Nice job on the pricing!,2024-11-29,218,5,0,0,Pleased
ericburgess,I'm disappointed with the customer service.,2025-02-24,447,6,0,0,Sad
sarahmason,Nice job on the pricing!,2025-04-20,156,5,0,0,Pleased
ladams,Overall pleased with the technical support.,2024-07-06,186,6,0,0,Pleased
steven82,Not what I expected from product availability.,2024-05-03,185,7,0,0,Sad
vwashington,I am extremely happy with the response time.,2025-04-23,233,8,0,0,Happy
alexandra66,Really angry with the technical support.,2024-10-30,60,6,0,1,Angry
elliottdavid,I feel sad about the billing issues.,2023-11-17,254,7,0,0,Sad
darrellwilcox,Wonderful experience regarding customer care.,2024-10-10,239,5,0,0,Happy
anthony82,Not what I expected from app usability.,2024-01-16,301,7,0,0,Sad
stephanieburgess,I'm quite pleased with the response time.,2023-09-07,210,7,0,0,Pleased
gracethomas,Very satisfied with the return policy!,2023-06-10,142,6,1,0,Happy
oruiz,Loved the delivery experience!,2023-09-30,146,4,0,0,Happy
dortiz,Regretful experience regarding product quality.,2024-12-07,47,5,0,0,Sad
georgeaguilar,I feel sad about the pricing.,2023-05-23,466,6,0,0,Sad
ushaw,Worst app usability ever.,2025-03-08,318,4,0,0,Angry
katelynmoore,The order tracking was satisfactory.,2024-08-10,220,5,0,0,Neutral
rarcher,Regretful experience regarding pricing.,2023-07-13,233,4,1,0,Sad
adamssamantha,I feel sad about the delivery experience.,2023-09-02,15,7,0,0,Sad
hollowaygreg,Absolutely furious about the technical support!,2025-03-10,289,6,0,0,Angry
morrisdavid,I'm quite pleased with the product quality.,2024-11-19,30,7,0,0,Pleased
douglascobb,Average experience with the response time.,2023-10-07,253,6,0,0,Neutral
harrisonsydney,Very upsetting response time experience.,2023-06-23,193,5,0,0,Sad
nathanellis,I feel sad about the response time.,2025-03-13,226,7,0,0,Sad
evan12,Pretty good pricing experience.,2025-02-05,431,4,0,0,Pleased
ricedominic,Loved the website navigation!,2024-01-12,402,4,0,0,Happy
cjensen,Loved the customer care!,2024-10-27,63,4,0,0,Happy
fortega,Average experience with the pricing.,2024-08-28,429,5,0,0,Neutral
mbowen,Terrible website navigation handling.,2024-08-14,60,4,1,0,Angry
smontgomery,I'm disappointed with the return policy.,2023-04-28,363,6,0,0,Sad
alan09,Wonderful experience regarding customer service.,2023-07-24,325,5,0,0,Happy
vsullivan,Average experience with the product availability.,2024-04-01,76,6,0,0,Neutral
shermanrobert,Not what I expected from pricing.,2023-11-04,287,6,0,0,Sad
beverlydouglas,I'm disappointed with the product availability.,2024-05-18,239,6,1,0,Sad
tracysantos,The app usability was satisfactory.,2025-01-08,349,5,0,0,Neutral
burnsdaniel,Pretty good payment process experience.,2024-07-13,379,5,0,0,Pleased
justin05,Pretty good product availability experience.,2024-07-13,158,5,0,0,Pleased
heathermorgan,Overall pleased with the response time.,2024-07-05,494,6,0,1,Pleased
patrickkirk,Pretty good support team experience.,2024-02-08,143,5,0,0,Pleased
bradleymaldonado,I feel sad about the product quality.,2024-11-13,254,7,1,0,Sad
bishopkristin,The delivery experience met my expectations.,2024-01-14,278,6,0,0,Pleased
cynthia11,"The return policy was okay, nothing special.",2024-04-21,41,7,0,0,Neutral
qhopkins,I'm quite pleased with the support team.,2024-09-04,0,7,0,0,Pleased
ashley00,Pretty good product availability experience.,2024-08-21,78,5,0,0,Pleased
timothydyer,I'm quite pleased with the response time.,2025-02-15,183,7,0,0,Pleased
stacy67,Very upsetting pricing experience.,2023-09-28,495,4,0,0,Sad
fosterkarla,Average experience with the technical support.,2024-03-24,301,6,0,0,Neutral
albert42,Loved the technical support!,2024-08-08,119,4,0,0,Happy
tara30,I'm quite pleased with the technical support.,2024-11-27,103,7,0,0,Pleased
lbailey,Exceptional pricing experience.,2023-10-09,261,3,0,1,Happy
briangonzales,I'm disappointed with the delivery experience.,2024-12-20,455,6,0,0,Sad
ffleming,Can't believe how bad the support team was.,2023-06-25,175,8,0,0,Angry
rvargas,Average experience with the customer care.,2023-07-09,154,6,0,0,Neutral
jonathanhowell,"The product availability was okay, nothing special.",2025-01-04,82,7,0,0,Neutral
rhondacox,I'm quite pleased with the billing issues.,2025-03-25,319,7,0,0,Pleased
rellis,Exceptional technical support experience.,2024-08-03,339,4,0,0,Happy
kerry33,Exceptional billing issues experience.,2024-09-12,337,4,0,0,Happy
smithleslie,I am extremely happy with the order tracking.,2025-01-01,365,8,1,0,Happy
boydjavier,Worst order tracking ever.,2024-02-16,373,4,0,0,Angry
ashlee06,Very upsetting customer care experience.,2024-03-27,206,5,0,0,Sad
ayalakaren,Terrible order tracking handling.,2023-10-11,302,4,0,0,Angry
annagriffith,The delivery experience met my expectations.,2023-08-30,65,6,1,0,Pleased
stephen73,Really angry with the pricing.,2024-09-04,216,5,0,0,Angry
tonigolden,Terrible response time handling.,2024-05-24,394,4,0,0,Angry
lwilcox,Can't believe how bad the payment process was.,2024-09-28,404,8,0,1,Angry
bullockjose,Regretful experience regarding response time.,2024-03-31,86,5,0,1,Sad
kandrews,Not what I expected from response time.,2024-10-30,157,7,0,0,Sad
marksmith,Absolutely furious about the product quality!,2025-02-25,480,6,0,0,Angry
davidmiller,Pretty good website navigation experience.,2023-09-01,370,5,0,0,Pleased
brittanynelson,Nice job on the technical support!,2023-10-31,331,6,0,0,Pleased
sellersannette,Wonderful experience regarding app usability.,2024-02-25,485,5,1,0,Happy
lburns,Very satisfied with the response time!,2024-03-10,267,6,0,0,Happy
ujohnson,The billing issues met my expectations.,2025-01-05,334,6,0,0,Pleased
ijefferson,"The app usability was okay, nothing special.",2024-11-29,306,7,0,0,Neutral
frederickmills,"The customer service was okay, nothing special.",2024-05-08,108,7,0,0,Neutral
fmiller,Overall pleased with the product availability.,2025-04-21,255,6,0,1,Pleased
christophersmith,The return policy was satisfactory.,2024-05-27,198,5,0,0,Neutral
richardswhitney,Not what I expected from product quality.,2024-09-17,102,7,1,0,Sad
dblake,I'm quite pleased with the pricing.,2025-01-29,152,6,0,0,Pleased
vfriedman,A neutral feeling towards the product quality.,2023-08-12,338,7,0,0,Neutral
kleinmichael,Pretty good delivery experience experience.,2025-03-16,91,5,0,0,Pleased
porterzachary,"The support team was okay, nothing special.",2025-01-04,112,7,1,0,Neutral
cunninghammarissa,A neutral feeling towards the billing issues.,2024-05-19,169,7,0,0,Neutral
lori24,Wonderful experience regarding response time.,2024-10-12,348,5,0,0,Happy
brittanyduncan,"The billing issues was okay, nothing special.",2024-01-02,355,7,0,0,Neutral
tammy64,Not what I expected from delivery experience.,2024-11-25,462,7,0,0,Sad
oclark,Very satisfied with the website navigation!,2023-05-04,288,6,0,0,Happy
gregory73,Loved the order tracking!,2024-01-30,172,4,0,0,Happy
linda84,I feel sad about the pricing.,2023-12-03,106,6,0,0,Sad
tsmith,I'm quite pleased with the technical support.,2024-08-26,323,7,0,0,Pleased
ycortez,I'm quite pleased with the customer service.,2024-12-10,394,7,0,0,Pleased
jamesrice,A neutral feeling towards the technical support.,2025-02-09,148,7,0,0,Neutral
kelleyamanda,I'm disappointed with the return policy.,2024-08-22,441,6,0,0,Sad
robertscameron,Very upsetting app usability experience.,2023-12-24,394,5,0,0,Sad
jennifermiller,Average experience with the response time.,2024-08-08,450,6,0,0,Neutral
uwilson,Regretful experience regarding payment process.,2024-06-12,291,5,0,1,Sad
bradleyaustin,Exceptional order tracking experience.,2024-07-20,305,4,0,0,Happy
rachelrobbins,I'm disappointed with the customer service.,2023-10-04,356,6,0,0,Sad
omueller,Neither good nor bad about order tracking.,2024-01-09,42,7,0,0,Neutral
emilyfrazier,I'm quite pleased with the response time.,2023-06-15,416,7,0,0,Pleased
rjensen,Exceptional customer care experience.,2024-08-31,157,4,0,0,Happy
carneywesley,Absolutely furious about the pricing!,2023-07-31,466,5,0,0,Angry
jbaker,Absolutely furious about the billing issues!,2023-11-21,387,6,1,0,Angry
andrew50,Absolutely furious about the response time!,2024-05-23,450,6,0,1,Angry
gonzalezjohn,Wonderful experience regarding pricing.,2024-10-22,261,4,0,0,Happy
ibaker,Very satisfied with the return policy!,2024-10-07,393,6,0,0,Happy
castillobrianna,Very satisfied with the app usability!,2024-07-22,274,6,1,0,Happy
rdavis,Wonderful experience regarding pricing.,2023-09-04,314,4,1,0,Happy
michael09,Very upsetting support team experience.,2023-08-25,206,5,0,0,Sad
lyoung,I feel sad about the payment process.,2023-10-25,97,7,0,0,Sad
whiteedwin,Not what I expected from website navigation.,2024-06-25,485,7,1,1,Sad
uhenderson,I am extremely happy with the customer service.,2024-09-16,125,8,0,0,Happy
richardmack,I'm disappointed with the pricing.,2024-02-20,326,5,0,0,Sad
powelldavid,I am extremely happy with the payment process.,2025-03-12,274,8,0,0,Happy
williamsjonathan,Average experience with the return policy.,2025-03-26,157,6,0,1,Neutral
amanda09,The delivery experience was satisfactory.,2024-08-25,309,5,0,0,Neutral
theresa27,A neutral feeling towards the payment process.,2025-03-08,490,7,0,0,Neutral
autumn04,Absolutely furious about the technical support!,2024-01-13,264,6,0,1,Angry
cbarnett,Nice job on the app usability!,2024-12-15,322,6,0,0,Pleased
susan44,I'm disappointed with the return policy.,2023-07-15,289,6,0,0,Sad
melissaarellano,Neither good nor bad about support team.,2023-09-29,139,7,0,0,Neutral
monroerobert,Nice job on the support team!,2024-02-13,1,6,0,0,Pleased
qlopez,Exceptional website navigation experience.,2024-07-31,386,4,0,0,Happy
whouston,Not what I expected from customer service.,2024-04-21,93,7,0,0,Sad
kevinroberts,A neutral feeling towards the pricing.,2024-09-02,129,6,0,0,Neutral
nfrench,I'm quite pleased with the delivery experience.,2024-10-05,345,7,1,0,Pleased
david97,A neutral feeling towards the response time.,2025-04-15,361,7,0,0,Neutral
leonardfuller,Very upsetting app usability experience.,2023-05-04,60,5,0,0,Sad
caitlynhoffman,The technical support met my expectations.,2024-11-15,124,6,0,1,Pleased
qdennis,I feel sad about the delivery experience.,2024-12-12,250,7,1,0,Sad
mirandasims,Worst website navigation ever.,2023-10-24,209,4,0,0,Angry
james48,Regretful experience regarding customer service.,2023-08-15,199,5,0,0,Sad
lisadoyle,Average experience with the return policy.,2024-01-02,373,6,0,0,Neutral
preyes,Nice job on the product quality!,2025-03-21,237,6,0,0,Pleased
mathewmiller,Very upsetting order tracking experience.,2024-10-06,150,5,0,0,Sad
daniellemartinez,The product availability met my expectations.,2024-05-11,95,6,0,0,Pleased
josephbrown,Neither good nor bad about delivery experience.,2023-06-05,429,7,0,0,Neutral
allisonjohn,The website navigation was satisfactory.,2024-09-17,260,5,0,1,Neutral
shanemurphy,I'm quite pleased with the response time.,2025-02-03,353,7,1,0,Pleased
pperry,Worst website navigation ever.,2023-12-05,79,4,0,0,Angry
vrobinson,I feel sad about the delivery experience.,2023-10-28,220,7,0,0,Sad
jimenezscott,Pretty good payment process experience.,2023-11-01,492,5,0,0,Pleased
sawyermartin,I feel sad about the delivery experience.,2023-05-19,362,7,0,0,Sad
xali,I'm disappointed with the order tracking.,2023-06-01,63,6,0,0,Sad
andrea42,Exceptional delivery experience experience.,2024-11-28,69,4,0,0,Happy
mary93,Nice job on the support team!,2023-08-09,144,6,0,0,Pleased
jamestonya,Loved the delivery experience!,2023-06-14,432,4,0,0,Happy
uweaver,I'm disappointed with the response time.,2024-01-28,214,6,0,0,Sad
jonathan66,Nice job on the support team!,2024-09-23,157,6,0,0,Pleased
greenetanya,Not what I expected from support team.,2023-08-28,277,7,1,0,Sad
kellerheather,A neutral feeling towards the delivery experience.,2024-03-21,446,7,1,0,Neutral
carlmartin,Neither good nor bad about website navigation.,2023-06-08,15,7,0,0,Neutral
benitezjennifer,I'm disappointed with the technical support.,2023-10-02,393,6,0,0,Sad
qmartinez,"The customer service was okay, nothing special.",2024-10-02,245,7,0,0,Neutral
travis44,Nice job on the app usability!,2025-04-01,362,6,0,0,Pleased
marcus22,Neither good nor bad about technical support.,2025-03-21,326,7,0,0,Neutral
isosa,The pricing was satisfactory.,2025-04-10,231,4,0,0,Neutral
davidperez,Exceptional customer service experience.,2024-10-25,123,4,0,0,Happy
njones,Absolutely furious about the customer service!,2024-11-28,284,6,0,0,Angry
taylorjeff,Exceptional pricing experience.,2023-10-01,376,3,0,0,Happy
kelly60,Loved the pricing!,2024-02-12,395,3,0,0,Happy
ipage,Terrible product quality handling.,2023-12-31,458,4,0,0,Angry
utravis,Overall pleased with the pricing.,2024-04-29,34,5,1,0,Pleased
shannon02,I'm quite pleased with the order tracking.,2024-10-25,65,7,0,0,Pleased
coxgary,Very satisfied with the delivery experience!,2024-06-25,420,6,0,0,Happy
edwardselaine,Really angry with the delivery experience.,2023-11-10,381,6,0,0,Angry
sstephens,Very upsetting billing issues experience.,2023-08-26,213,5,0,0,Sad
laura10,Overall pleased with the website navigation.,2023-06-18,186,6,0,0,Pleased
gabriellejoseph,Exceptional customer service experience.,2023-06-20,119,4,0,0,Happy
jeffrey90,The technical support met my expectations.,2023-04-30,391,6,0,0,Pleased
unelson,"The order tracking was okay, nothing special.",2024-07-16,128,7,0,0,Neutral
mgomez,Regretful experience regarding technical support.,2024-01-01,252,5,0,0,Sad
anthony29,Wonderful experience regarding product availability.,2024-11-02,176,5,1,0,Happy
tracymcgrath,I feel sad about the customer care.,2025-01-24,92,7,0,0,Sad
alexandradavis,Loved the product availability!,2023-11-29,117,4,0,0,Happy
vancemary,I am extremely happy with the website navigation.,2024-09-02,331,8,0,0,Happy
bairdchristina,Very upsetting product availability experience.,2023-06-20,371,5,0,0,Sad
joshuajones,A neutral feeling towards the response time.,2023-09-08,123,7,0,0,Neutral
wendyharrison,Loved the customer service!,2024-03-07,248,4,1,0,Happy
justin63,Neither good nor bad about response time.,2024-12-21,68,7,1,0,Neutral
kelseyjordan,Overall pleased with the product availability.,2023-12-16,414,6,0,0,Pleased
ukelley,Worst pricing ever.,2023-05-02,38,3,0,0,Angry
cynthiarodriguez,Very satisfied with the delivery experience!,2023-08-09,293,6,0,0,Happy
edwinrobles,Absolutely furious about the customer care!,2024-07-18,159,6,0,0,Angry
lmeyer,Average experience with the return policy.,2024-03-20,382,6,0,0,Neutral
alexandrabowers,Nice job on the product quality!,2024-09-19,89,6,1,0,Pleased
anthony76,"The support team was okay, nothing special.",2025-04-13,283,7,0,0,Neutral
